partcipant id,occasion,date,Location,Total VOCs,Ethylene,Acetylene,Ethane,Propene,Propane,Freon22,Freon12,Propyne,Chloromethane,Isobutane,Freon114,Vinylchloride,1-Butene,1_3-Butadiene,Butane,t-2-Butene,2_2-Dimethylpropane,Bromomethane,1-Butyne,c-2-Butene,Chloroethane,3-Methyl-1-Butene,2-Methylbutane,Freon11,1-Pentene,2-Methyl-1-Butene,Pentane,Isoprene,t-2-Pentene,Ethylbromide,"1,1-Dichloroethene",c-2-Pentene,Dichloromethane,2-Methyl-2-Butene,Freon 113 ,"2,2-Dimethylbutane",Cyclopentene,"t-1,2-Dichloroethene",4-Methyl-1-Pentene,3-Methyl-1-Pentene,"1,1-Dichloroethane",Cyclopentane,"2,3-Dimethylbutane",t-4-Methyl-2-Pentene,Methyl-t-Butyl Ether,2-Methylpentane,c-4-Methyl-2-Pentene,3-Methylpentane,1-Hexene,"c-1,2-Dichloroethene",Hexane,Chloroform,t-2-Hexene,2-Ethyl-1-Butene,t-3-Methyl-2-Pentene,c-2-Hexene,c-3-Methyl-2-Pentene,"2,2-Dimethylpentane","1,2-Dichloroethane",Methylcyclopentane,"2,4-Dimethylpentane","1,1,1-Trichloroethane","2,2,3-Trimethylbutane",1-Methylcyclopentene,Benzene,Carbontetrachloride,Cyclohexane,2-Methylhexane,"2,3-Dimethylpentane",Cyclohexene,3-Methylhexane,Dibromomethane,"1,2-Dichloropropane",Bromodichloromethane,1-Heptene,Trichloroethene,"2,2,4-Trimethylpentane",t-3-Heptene,Heptane,c-3-Heptene,t-2-Heptene,c-2-Heptene,"c-1,3-Dichloropropene","2,2-Dimethylhexane",Methylcyclohexane,"2,5-Dimethylhexane","2,4-Dimethylhexane","t-1,3-Dichloropropene","1,1,2-Trichloroethane","2,3,4-Trimethylpentane",Toluene,2-Methylheptane,4-Methylheptane,1-Methylcyclohexene,3-Methylheptane,Dibromochloromethane,"c-1,3-Dimethylcyclohexane","t-1,4-Dimethylcyclohexane","2,2,5-Trimethylhexane","1,2-Dibromoethane ( EDB )",1-Octene,Octane,t-2-Octene,"t-1,2-Dimethylcyclohexane",Tetrachloroethene,"c-1,4/t-1,3-Dimethylcyclohexane","c-1,2-Dimethylcyclohexane",Chlorobenzene,Ethylbenzene,"m,p-Xylene",Bromoform,"1,4-Dichlorobutane",Styrene,"1,1,2,2-Tetrachloroethane",1-Nonene,o-Xylene,Nonane,iso-Propylbenzene,a-Pinene,"3,6-Dimethyloctane",n-Propylbenzene,3-Ethyltoluene,Camphene,4-Ethyltoluene,"1,3,5-Trimethylbenzene",2-Ethyltoluene,b-Pinene,1-Decene,tert-Butylbenzene,"1,2,4-Trimethylbenzene",Decane,Benzyl Chloride,"1,3-Dichlorobenzene","1,4-Dichlorobenzene",iso-Butylbenzene,sec-Butylbenzene,"1,2,3-Trimethylbenzene",p-Cymene,"1,2-Dichlorobenzene",Limonene,Indan,"1,3-Diethylbenzene","1,4-Diethylbenzene",n-Butylbenzene,"1,2-Diethylbenzene",1-Undecene,Undecane,"1,2,4-Trichlorobenzene",Naphthalene,Dodecane,Hexachlorobutadiene,Hexylbenzene
10,3,2010-08-19,Indoors,107.88,2.58,1.27,2.60,0.83,6.02,2.67,2.47,0.12,1.35,6.92,0.11,0.01,1.00,0.13,4.21,0.45,0.03,0.06,0.00,0.31,0.02,0.14,8.70,1.47,0.25,0.66,3.41,4.66,0.69,0.01,0.00,0.31,0.45,0.79,0.57,0.35,0.08,0.02,0.00,0.03,0.00,0.37,0.45,0.01,0.00,1.79,0.07,1.25,0.18,0.00,1.29,0.67,0.10,0.00,0.05,0.13,0.10,0.05,0.13,0.74,0.23,0.05,0.05,0.09,1.06,0.45,0.60,1.43,0.69,0.00,1.89,0.06,0.00,0.05,0.00,1.00,0.76,0.02,1.10,0.00,0.02,0.00,0.00,0.00,0.53,0.15,0.18,0.00,0.00,0.21,5.65,0.28,0.11,0.01,0.25,0.01,0.10,0.04,0.06,0.00,0.06,0.25,0.00,0.07,0.70,0.04,0.04,0.03,0.66,1.87,0.01,0.00,0.22,0.00,0.06,0.85,0.19,0.05,0.45,0.03,0.17,0.51,0.07,0.25,0.23,0.21,1.21,0.02,0.00,0.87,0.31,0.00,0.00,6.27,0.01,0.02,0.18,0.19,0.01,10.23,0.11,0.04,0.13,0.03,0.01,0.02,0.33,0.01,0.19,0.38,0.01,0.05
11,1,2010-05-17,High Traffic,52.95,1.72,0.00,3.73,0.84,5.50,5.21,2.97,0.09,1.42,1.81,0.14,0.00,0.76,0.14,3.39,0.23,0.00,0.06,0.01,0.18,0.03,0.06,3.12,1.69,0.13,0.17,2.35,0.33,0.23,0.00,0.00,0.10,0.62,0.29,0.76,0.13,0.04,0.03,0.00,0.00,0.00,0.14,0.17,0.00,0.00,0.68,0.00,0.51,0.10,0.00,0.55,0.13,0.04,0.00,0.02,0.02,0.04,0.00,0.08,0.26,0.09,0.05,0.00,0.04,0.94,0.49,0.10,0.35,0.20,0.00,0.39,0.07,0.00,0.00,0.00,0.36,0.27,0.00,0.28,0.07,0.00,0.00,0.00,0.00,0.13,0.05,0.05,0.00,0.00,0.09,2.78,0.11,0.04,0.01,0.10,0.01,0.04,0.02,0.03,0.00,0.08,0.15,0.00,0.00,0.35,0.00,0.00,0.00,0.29,0.84,0.02,0.00,0.05,0.00,0.00,0.31,0.12,0.04,0.06,0.00,0.07,0.20,0.06,0.10,0.09,0.08,0.02,0.00,0.00,0.28,0.16,0.00,0.01,0.28,0.01,0.01,0.07,0.02,0.01,0.24,0.04,0.02,0.06,0.00,0.01,0.00,0.21,0.04,0.14,0.20,0.00,0.02
11,2,2010-07-13,Indoors,82.00,1.38,0.53,3.04,0.51,2.81,2.59,2.79,0.07,1.50,1.19,0.13,0.03,0.58,0.08,1.73,0.11,0.03,0.08,0.01,0.07,0.02,0.05,3.85,1.67,0.10,0.00,3.97,6.97,0.18,0.01,0.00,0.00,1.17,0.20,0.75,0.19,0.03,0.02,0.00,0.01,0.00,0.17,0.19,0.00,0.00,0.85,0.01,0.57,0.08,0.00,0.78,0.35,0.03,0.00,0.00,0.09,0.03,0.05,0.45,0.44,0.15,0.05,0.03,0.03,0.57,0.47,0.72,0.79,0.33,0.03,1.07,0.05,0.00,0.00,0.00,4.30,0.25,0.00,0.95,0.00,0.01,0.00,0.00,0.00,0.45,0.09,0.11,0.00,0.00,0.09,2.72,0.19,0.08,0.01,0.17,0.01,0.18,0.06,0.03,0.01,0.07,0.26,0.07,0.18,0.56,0.07,0.07,0.03,0.62,1.84,0.01,0.00,0.32,0.00,0.00,1.04,0.25,0.06,0.55,0.03,0.09,0.22,0.10,0.11,0.11,0.10,1.37,0.03,0.00,0.45,0.46,0.00,0.01,0.43,0.01,0.02,0.13,0.17,0.01,13.91,0.14,0.03,0.11,0.03,0.00,0.03,0.67,0.01,0.27,0.41,0.00,0.03
11,3,2010-08-30,Low Traffic,25.87,0.89,0.30,2.29,0.25,1.58,1.34,2.71,0.05,1.22,0.45,0.12,0.00,0.29,0.03,0.95,0.05,0.01,0.07,0.00,0.03,0.01,0.01,1.15,1.59,0.05,0.06,0.57,1.19,0.07,0.00,0.00,0.03,0.28,0.09,0.62,0.06,0.01,0.02,0.00,0.00,0.00,0.05,0.07,0.00,0.00,0.28,0.00,0.24,0.04,0.00,0.27,0.15,0.01,0.00,0.01,0.01,0.01,0.01,0.05,0.11,0.05,0.04,0.00,0.01,0.29,0.48,0.05,0.16,0.11,0.00,0.19,0.07,0.00,0.00,0.00,0.16,0.18,0.01,0.13,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.03,0.00,0.00,0.06,0.91,0.05,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.00,0.03,0.05,0.00,0.01,0.07,0.01,0.02,0.04,0.16,0.38,0.02,0.00,0.03,0.00,0.03,0.16,0.05,0.01,0.10,0.01,0.03,0.07,0.03,0.03,0.03,0.03,0.00,0.01,0.00,0.13,0.07,0.00,0.00,0.11,0.00,0.01,0.03,0.02,0.00,0.55,0.02,0.01,0.03,0.01,0.00,0.02,0.15,0.01,0.07,0.24,0.01,0.02
12,1,2010-05-17,Low Traffic,34.02,0.82,0.00,2.88,0.37,3.59,1.05,2.86,0.05,1.35,1.46,0.13,0.00,0.54,0.06,2.96,0.17,0.02,0.06,0.00,0.13,0.02,0.04,2.26,1.61,0.10,0.11,1.05,0.23,0.15,0.00,0.00,0.07,0.43,0.18,0.74,0.07,0.02,0.02,0.00,0.00,0.00,0.08,0.10,0.00,0.00,0.40,0.00,0.30,0.08,0.00,0.34,0.12,0.02,0.00,0.00,0.00,0.03,0.00,0.07,0.15,0.05,0.05,0.00,0.02,0.38,0.48,0.05,0.18,0.10,0.00,0.20,0.07,0.00,0.00,0.00,0.12,0.13,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.03,0.00,0.00,0.04,1.52,0.06,0.02,0.01,0.04,0.01,0.02,0.01,0.01,0.00,0.07,0.08,0.00,0.00,0.19,0.01,0.00,0.00,0.15,0.39,0.02,0.00,0.03,0.00,0.04,0.15,0.07,0.02,0.05,0.00,0.04,0.09,0.05,0.05,0.04,0.04,0.02,0.00,0.00,0.13,0.09,0.00,0.01,0.33,0.01,0.01,0.04,0.02,0.01,0.22,0.02,0.00,0.03,0.01,0.00,0.01,0.13,0.02,0.08,0.12,0.00,0.02
12,2,2010-07-13,Indoors,81.37,1.32,0.53,2.99,0.52,2.89,2.65,2.84,0.08,1.54,1.21,0.13,0.03,0.65,0.08,1.78,0.11,0.03,0.08,0.00,0.08,0.02,0.05,3.80,1.71,0.13,0.00,3.29,7.06,0.18,0.01,0.00,0.09,1.17,0.21,0.76,0.19,0.03,0.03,0.00,0.01,0.00,0.17,0.19,0.00,0.00,0.85,0.02,0.58,0.09,0.00,0.79,0.35,0.03,0.00,0.00,0.08,0.03,0.05,0.45,0.45,0.15,0.05,0.03,0.03,0.57,0.47,0.73,0.77,0.32,0.02,1.07,0.05,0.02,0.00,0.00,4.27,0.25,0.00,0.93,0.00,0.01,0.00,0.00,0.00,0.45,0.08,0.11,0.00,0.00,0.09,2.60,0.19,0.08,0.01,0.17,0.01,0.18,0.06,0.03,0.01,0.09,0.27,0.07,0.18,0.54,0.07,0.07,0.02,0.62,1.83,0.01,0.00,0.31,0.00,0.00,1.04,0.25,0.06,0.57,0.03,0.09,0.22,0.11,0.11,0.11,0.10,1.40,0.03,0.00,0.45,0.49,0.00,0.01,0.42,0.01,0.02,0.13,0.00,0.01,13.93,0.09,0.03,0.00,0.00,0.00,0.03,0.69,0.01,0.23,0.41,0.00,0.03
12,3,2010-08-30,High Traffic,79.43,5.73,0.00,4.44,2.07,3.11,1.11,2.66,0.35,1.21,1.43,0.12,0.00,1.52,0.44,3.25,0.49,0.02,0.07,0.01,0.29,0.02,0.10,5.88,1.54,0.22,0.42,2.24,0.66,0.55,0.00,0.00,0.25,0.67,0.79,0.59,0.29,0.09,0.03,0.00,0.03,0.00,0.22,0.35,0.00,0.00,1.43,0.05,1.12,0.17,0.00,1.23,0.17,0.09,0.00,0.05,0.11,0.11,0.03,0.05,0.61,0.23,0.04,0.01,0.10,1.53,0.46,0.21,0.75,0.54,0.04,0.83,0.07,0.00,0.00,0.00,0.28,0.91,0.03,0.61,0.00,0.03,0.00,0.00,0.00,0.30,0.11,0.13,0.00,0.00,0.26,5.64,0.25,0.10,0.02,0.25,0.01,0.10,0.05,0.07,0.01,0.07,0.31,0.00,0.07,0.25,0.04,0.04,0.03,0.89,2.73,0.03,0.00,0.19,0.00,0.17,1.05,0.31,0.10,0.08,0.02,0.41,1.59,0.05,0.77,0.74,0.63,0.05,0.01,0.00,2.73,0.32,0.00,0.01,0.17,0.03,0.03,0.39,0.05,0.01,0.73,0.17,0.07,0.24,0.06,0.02,0.02,0.46,0.03,0.27,0.50,0.01,0.03
14,1,2010-07-22,Low Traffic,21.25,0.52,0.22,1.30,0.21,0.87,2.51,2.69,0.03,1.22,0.20,0.13,0.00,0.22,0.02,0.39,0.03,0.01,0.07,0.00,0.03,0.02,0.01,0.42,1.57,0.05,0.04,0.23,1.91,0.05,0.01,0.00,0.03,0.23,0.07,0.68,0.03,0.01,0.01,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.12,0.00,0.10,0.04,0.00,0.12,0.11,0.01,0.00,0.01,0.01,0.01,0.01,0.05,0.06,0.03,0.03,0.00,0.01,0.17,0.46,0.03,0.07,0.05,0.00,0.08,0.06,0.00,0.00,0.00,0.12,0.08,0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.01,0.00,0.00,0.02,0.33,0.03,0.01,0.00,0.02,0.00,0.01,0.01,0.01,0.00,0.03,0.03,0.00,0.01,0.05,0.01,0.02,0.03,0.14,0.41,0.01,0.00,0.01,0.00,0.02,0.13,0.03,0.01,0.13,0.00,0.02,0.07,0.11,0.03,0.03,0.03,0.17,0.01,0.00,0.13,0.05,0.00,0.01,0.04,0.00,0.00,0.03,0.02,0.00,0.55,0.01,0.01,0.02,0.00,0.00,0.02,0.09,0.01,0.06,0.18,0.00,0.03
14,2,2010-07-28,Indoors,84.03,1.48,0.00,2.66,0.61,1.67,5.73,2.85,0.09,1.56,1.79,0.14,0.02,0.79,0.11,2.17,0.25,0.02,0.08,0.01,0.17,0.03,0.08,4.93,1.65,0.19,0.34,3.49,5.27,0.41,0.01,0.00,0.18,0.99,0.52,0.66,0.27,0.07,0.05,0.00,0.02,0.00,0.22,0.33,0.01,0.00,1.31,0.04,0.85,0.15,0.00,1.02,0.54,0.07,0.00,0.03,0.15,0.08,0.06,0.21,0.61,0.23,0.05,0.04,0.07,0.84,0.49,0.79,0.80,0.45,0.03,0.99,0.07,0.00,0.00,0.00,2.20,0.52,0.02,0.97,0.00,0.01,0.00,0.00,0.00,0.55,0.13,0.15,0.00,0.00,0.24,4.05,0.27,0.11,0.01,0.25,0.01,0.15,0.05,0.10,0.01,0.09,0.31,0.06,0.14,0.87,0.06,0.06,0.01,0.70,2.05,0.02,0.11,0.38,0.00,0.07,0.95,0.30,0.05,0.39,0.05,0.11,0.32,0.07,0.15,0.17,0.14,0.22,0.03,0.00,0.59,0.57,0.00,0.00,4.77,0.01,0.03,0.17,0.14,0.01,6.43,0.09,0.03,0.13,0.04,0.02,0.04,0.63,0.03,0.27,0.43,0.01,0.07
14,3,2010-08-18,High Traffic,47.53,1.93,0.00,2.33,0.75,1.35,1.63,2.47,0.09,1.15,1.28,0.11,0.00,0.81,0.13,2.21,0.31,0.01,0.06,0.00,0.22,0.01,0.07,3.63,1.47,0.23,0.29,1.48,0.29,0.41,0.00,0.00,0.19,0.61,0.56,0.63,0.17,0.06,0.04,0.00,0.02,0.00,0.14,0.21,0.00,0.00,0.83,0.03,0.60,0.17,0.00,0.65,0.13,0.05,0.00,0.03,0.07,0.07,0.02,0.04,0.31,0.09,0.05,0.01,0.06,0.76,0.45,0.10,0.68,0.32,0.03,1.15,0.06,0.01,0.00,0.00,0.12,0.40,0.02,1.45,0.00,0.01,0.00,0.00,0.00,0.21,0.07,0.08,0.00,0.00,0.11,4.65,0.10,0.05,0.01,0.11,0.01,0.03,0.02,0.03,0.00,0.09,0.18,0.00,0.03,0.11,0.01,0.02,0.01,0.34,1.01,0.02,0.00,0.06,0.00,0.06,0.37,0.16,0.05,0.05,0.01,0.09,0.26,0.02,0.13,0.12,0.14,0.04,0.03,0.00,0.42,0.21,0.00,0.01,0.15,0.01,0.01,0.10,0.03,0.01,0.72,0.05,0.00,0.00,0.03,0.00,0.04,0.28,0.01,0.13,0.29,0.01,0.01
15,1,2010-08-20,High Traffic,60.86,2.81,0.72,2.27,1.16,2.03,1.09,2.53,0.11,1.17,1.15,0.11,0.00,0.99,0.16,2.31,0.36,0.01,0.06,0.00,0.26,0.01,0.09,5.10,1.50,0.33,0.42,2.09,0.31,0.59,0.00,0.00,0.27,1.49,0.87,0.60,0.27,0.10,0.02,0.00,0.03,0.00,0.25,0.36,0.01,0.00,1.61,0.08,1.16,0.27,0.00,1.25,0.13,0.11,0.00,0.07,0.15,0.14,0.03,0.05,0.71,0.19,0.03,0.02,0.13,1.05,0.44,0.17,0.81,0.41,0.05,0.91,0.07,0.00,0.00,0.00,0.17,1.03,0.04,0.60,0.00,0.03,0.00,0.00,0.00,0.25,0.12,0.15,0.00,0.00,0.30,4.35,0.27,0.10,0.03,0.25,0.01,0.07,0.03,0.06,0.00,0.15,0.25,0.03,0.04,0.15,0.03,0.03,0.01,0.51,1.54,0.03,0.00,0.07,0.00,0.13,0.61,0.17,0.05,0.05,0.01,0.19,0.61,0.03,0.31,0.29,0.25,0.04,0.07,0.00,0.99,0.18,0.00,0.00,0.15,0.01,0.02,0.17,0.03,0.00,0.77,0.09,0.03,0.11,0.03,0.01,0.09,0.23,0.01,0.13,0.23,0.00,0.01
15,2,2010-08-27,Low Traffic,22.38,1.07,0.00,1.73,0.36,1.19,0.93,2.55,0.07,1.09,0.31,0.11,0.00,0.29,0.05,0.52,0.06,0.01,0.05,0.00,0.04,0.01,0.01,0.66,1.45,0.05,0.07,0.34,0.36,0.07,0.00,0.00,0.03,0.30,0.11,0.58,0.05,0.01,0.01,0.00,0.00,0.00,0.04,0.06,0.00,0.00,0.20,0.01,0.20,0.05,0.00,0.18,0.11,0.01,0.00,0.01,0.02,0.02,0.01,0.03,0.09,0.03,0.03,0.00,0.01,0.41,0.44,0.03,0.13,0.08,0.00,0.19,0.07,0.00,0.00,0.00,0.04,0.20,0.01,0.09,0.00,0.01,0.00,0.00,0.00,0.04,0.02,0.03,0.00,0.00,0.06,1.56,0.05,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.00,0.05,0.05,0.00,0.01,0.03,0.01,0.02,0.01,0.22,0.61,0.03,0.00,0.02,0.00,0.05,0.22,0.05,0.01,0.07,0.00,0.03,0.09,0.03,0.04,0.04,0.04,0.04,0.01,0.00,0.15,0.05,0.00,0.00,0.09,0.00,0.01,0.03,0.01,0.00,0.56,0.02,0.01,0.03,0.01,0.00,0.01,0.09,0.01,0.06,0.19,0.00,0.01
15,3,2010-09-02,Indoors,112.06,2.33,0.00,3.15,0.72,2.83,2.31,2.43,0.12,1.45,1.81,0.11,0.01,0.75,0.12,2.05,0.17,0.02,0.07,0.00,0.11,0.01,0.09,5.25,1.45,0.13,0.00,3.44,12.79,0.30,0.01,0.00,0.13,0.47,0.37,0.56,0.21,0.05,0.03,0.00,0.02,0.00,0.25,0.31,0.00,0.00,1.05,0.03,0.75,0.11,0.00,0.89,0.41,0.05,0.00,0.03,0.15,0.05,0.05,0.18,0.49,0.21,0.05,0.03,0.05,0.82,0.43,0.60,1.16,0.79,0.03,2.11,0.07,0.00,0.03,0.00,1.37,0.61,0.00,1.51,0.00,0.01,0.00,0.00,0.21,0.68,0.17,0.21,0.00,0.00,0.25,4.33,0.23,0.09,0.01,0.21,0.01,0.13,0.04,0.08,0.00,0.05,0.27,0.04,0.10,0.38,0.05,0.05,0.07,1.09,2.75,0.02,0.00,0.37,0.00,0.00,1.55,0.26,0.05,0.53,0.03,0.14,0.39,0.06,0.19,0.21,0.17,0.52,0.02,0.00,0.72,0.53,0.00,0.00,3.53,0.01,0.03,0.18,0.12,0.01,28.13,0.20,0.04,0.15,0.00,0.00,0.00,0.80,0.01,0.33,0.69,0.00,0.08
16,1,2010-06-18,Low Traffic,21.75,1.04,0.45,1.95,0.27,0.63,2.29,2.29,0.05,1.11,0.26,0.11,0.00,0.36,0.04,0.53,0.05,0.00,0.07,0.00,0.04,0.01,0.01,0.57,1.29,0.14,0.05,0.34,1.03,0.07,0.01,0.00,0.03,0.21,0.08,0.65,0.03,0.01,0.01,0.00,0.00,0.00,0.03,0.04,0.00,0.00,0.17,0.01,0.14,0.09,0.00,0.19,0.09,0.01,0.00,0.01,0.01,0.01,0.01,0.05,0.07,0.03,0.03,0.00,0.01,0.41,0.40,0.03,0.09,0.05,0.00,0.11,0.05,0.00,0.00,0.03,0.03,0.07,0.01,0.09,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.01,0.00,0.01,0.02,0.59,0.04,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.17,0.07,0.00,0.01,0.03,0.01,0.01,0.01,0.07,0.21,0.01,0.00,0.03,0.00,0.03,0.09,0.05,0.01,0.11,0.00,0.03,0.10,0.03,0.05,0.05,0.04,0.05,0.01,0.00,0.17,0.08,0.00,0.01,0.08,0.00,0.01,0.05,0.02,0.01,0.27,0.03,0.01,0.04,0.00,0.00,0.01,0.11,0.01,0.09,0.16,0.01,0.01
16,2,2010-07-23,Indoors,107.75,1.85,0.69,2.30,0.76,12.07,4.05,2.73,0.09,1.47,1.73,0.13,0.01,0.76,0.10,14.66,0.19,0.07,0.07,0.01,0.13,0.03,0.07,4.57,1.72,0.15,0.29,2.58,6.02,0.30,0.01,0.00,0.14,0.53,0.39,0.66,0.22,0.05,0.01,0.00,0.02,0.00,0.21,0.27,0.00,0.00,1.07,0.03,0.75,0.12,0.00,0.95,0.46,0.05,0.00,0.03,0.13,0.06,0.07,0.19,0.57,0.22,0.05,0.04,0.05,0.68,0.46,1.12,0.83,0.42,0.00,1.03,0.06,0.00,0.03,0.00,0.85,0.45,0.02,0.87,0.00,0.01,0.00,0.00,0.00,0.54,0.11,0.12,0.00,0.00,0.16,3.65,0.23,0.09,0.01,0.20,0.01,0.12,0.05,0.05,0.00,0.06,0.25,0.03,0.11,1.23,0.05,0.05,0.04,0.61,1.79,0.01,0.17,0.37,0.00,0.05,0.84,0.26,0.04,0.46,0.05,0.10,0.27,0.11,0.13,0.15,0.13,0.38,0.03,0.00,0.54,0.53,0.00,0.00,3.98,0.01,0.03,0.15,0.00,0.00,13.91,0.17,0.03,0.13,0.00,0.00,0.03,0.50,0.01,0.30,0.50,0.00,0.07
16,3,2010-08-06,High Traffic,32.29,1.78,0.44,1.75,0.70,1.31,1.11,2.41,0.10,1.07,0.58,0.11,0.00,0.59,0.11,1.11,0.15,0.01,0.06,0.01,0.11,0.01,0.03,1.66,1.51,0.10,0.15,0.73,0.55,0.22,0.01,0.00,0.10,0.26,0.31,0.55,0.11,0.04,0.05,0.00,0.01,0.00,0.08,0.13,0.01,0.00,0.53,0.03,0.39,0.09,0.00,0.48,0.13,0.04,0.00,0.03,0.05,0.05,0.02,0.04,0.27,0.08,0.03,0.00,0.05,0.71,0.43,0.11,0.29,0.17,0.02,0.30,0.07,0.00,0.00,0.00,0.27,0.27,0.01,0.23,0.00,0.01,0.00,0.00,0.00,0.13,0.04,0.05,0.00,0.00,0.07,1.96,0.10,0.04,0.01,0.11,0.01,0.05,0.02,0.02,0.01,0.04,0.14,0.00,0.03,0.06,0.02,0.03,0.01,0.25,0.78,0.03,0.05,0.06,0.01,0.06,0.27,0.11,0.02,0.08,0.01,0.06,0.19,0.05,0.09,0.09,0.08,0.09,0.01,0.00,0.32,0.14,0.01,0.01,0.10,0.01,0.01,0.07,0.02,0.01,0.37,0.04,0.02,0.05,0.01,0.01,0.01,0.18,0.05,0.07,0.11,0.01,0.01
17,1,2010-05-26,Low Traffic,41.20,0.81,0.00,2.82,0.37,1.61,1.00,2.59,0.04,1.32,0.80,0.11,0.00,0.45,0.03,1.54,0.11,0.01,0.06,0.00,0.08,0.03,0.04,2.28,1.59,0.09,0.12,1.30,8.36,0.17,0.00,0.00,0.08,0.48,0.20,0.74,0.08,0.03,0.02,0.00,0.00,0.00,0.11,0.11,0.00,0.00,0.42,0.00,0.31,0.00,0.00,0.27,0.15,0.03,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.07,0.05,0.00,0.02,0.37,0.51,0.07,0.19,0.14,0.00,0.25,0.07,0.00,0.00,0.00,0.16,0.19,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.04,0.00,0.00,0.06,1.32,0.11,0.02,0.01,0.06,0.00,0.02,0.01,0.02,0.00,0.07,0.11,0.00,0.00,0.09,0.00,0.00,0.00,0.23,0.64,0.02,0.00,0.06,0.00,0.08,0.26,0.11,0.02,0.43,0.00,0.06,0.14,0.20,0.07,0.07,0.06,0.33,0.00,0.12,0.25,0.16,0.00,0.01,0.67,0.01,0.01,0.07,0.08,0.00,0.73,0.03,0.02,0.05,0.00,0.00,0.00,0.30,0.01,0.20,0.42,0.00,0.05
17,2,2010-06-02,High Traffic,49.67,1.89,0.48,2.85,0.82,3.72,1.20,2.63,0.08,1.25,1.25,0.12,0.00,0.72,0.14,2.57,0.23,0.02,0.05,0.00,0.18,0.02,0.07,3.88,1.62,0.13,0.24,1.61,0.54,0.34,0.00,0.00,0.16,0.46,0.44,0.72,0.16,0.05,0.02,0.00,0.00,0.00,0.17,0.23,0.00,0.00,0.90,0.00,0.72,0.09,0.00,0.73,0.19,0.05,0.00,0.03,0.03,0.07,0.04,0.07,0.37,0.15,0.05,0.00,0.06,0.85,0.51,0.12,0.47,0.33,0.00,0.52,0.07,0.00,0.00,0.00,0.13,0.39,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.15,0.06,0.08,0.00,0.00,0.13,3.03,0.14,0.06,0.01,0.15,0.01,0.05,0.02,0.03,0.00,0.03,0.17,0.00,0.00,0.32,0.02,0.00,0.00,0.49,1.37,0.02,0.00,0.07,0.00,0.00,0.48,0.16,0.04,0.08,0.00,0.11,0.32,0.03,0.15,0.16,0.13,0.00,0.00,0.00,0.49,0.26,0.00,0.01,0.34,0.01,0.01,0.12,0.03,0.01,1.01,0.05,0.03,0.00,0.02,0.01,0.00,0.39,0.02,0.13,0.33,0.00,0.03
17,3,2010-06-09,Indoors,111.44,1.43,0.52,2.22,0.56,2.08,1.56,2.70,0.07,1.35,2.40,0.11,0.01,0.61,0.11,2.46,0.17,0.02,0.05,0.00,0.12,0.02,0.07,3.72,1.93,0.12,0.00,2.51,6.63,0.32,0.00,0.00,0.14,0.63,0.35,0.65,0.13,0.04,0.02,0.00,0.00,0.00,0.15,0.21,0.00,0.00,0.89,0.00,0.76,0.11,0.00,1.06,0.29,0.05,0.00,0.00,0.02,0.00,0.09,0.19,0.58,0.29,0.05,0.04,0.04,0.70,0.53,1.66,1.38,0.60,0.00,1.56,0.04,0.00,0.00,0.00,1.52,0.35,0.00,1.05,0.00,0.00,0.00,0.00,0.00,0.73,0.09,0.11,0.00,0.00,0.14,4.99,0.21,0.09,0.01,0.19,0.00,0.10,0.04,0.04,0.00,0.05,0.24,0.28,0.08,0.40,0.04,0.00,0.00,0.67,1.77,0.01,0.00,0.22,0.00,0.00,0.86,0.24,0.04,0.49,0.00,0.12,0.32,0.08,0.16,0.16,0.14,0.45,0.00,0.00,0.55,0.41,0.00,0.00,6.14,0.02,0.02,0.15,0.11,0.00,39.23,0.08,0.00,0.00,0.00,0.02,0.00,0.43,0.01,0.25,0.35,0.00,0.04
